repository_id,evidence_id,provider,project_id,metric,publication_timestamp,retrieval_timestamp,validation_status,confidence,source_url,price_usd,market_cap_usd,fdv_usd,circulating_supply,total_supply,max_supply,total_volume_usd,market_cap_rank,categories,ath_usd,ath_date,atl_usd,atl_date
coingecko-market:aave:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:bb06c893ad934ff9aa7c144266f9fd802fa37a395ab77cf0137daa35bd923ab4,coingecko,aave,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T10:35:01.864334+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aave/history?date=15-05-2026&localization=false,98.31275658489238,1492973665.3954973,,,,,257946190.26468793,,,,,,
coingecko-market:aave:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:4c184be5218d69a90d833ef0fde627fcec08b5416d99895383a20b3b709982ff,coingecko,aave,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T10:34:59.269390+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aave/history?date=15-06-2026&localization=false,68.16383467326762,1034376417.8621287,,,,,102191542.71523802,,,,,,
coingecko-market:akash:current_snapshot:2026-07-12T10:38:22.971Z,historical-evidence:market-v1:1ae9785790bc59f8dccd2b37c4139ae4a6134917da319402f67a5ca788cd2fe1,coingecko,akash,current_snapshot,2026-07-12T10:38:22.971Z,2026-07-12T10:38:28.830259+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/akash-network?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.595163,173819435,175968057,292078878.414427,295689333.6404,388539008.0,3672967,181,Artificial Intelligence (AI);Smart Contract Platform;DePIN;Osmosis Ecosystem;Proof of Stake (PoS);Archway Ecosystem;Made in USA,8.07,2021-04-06T18:59:48.484Z,0.164994,2022-11-21T20:30:53.727Z
coingecko-market:akash:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:09cc4029d714d77a3495cef837876d2d25b1862380590dc148128065935465ed,coingecko,akash,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T10:42:00.717968+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-08-2025&localization=false,1.3009919031334616,359431920.86612165,,,,,46552094.51737601,,,,,,
coingecko-market:akash:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:ac02735a144a26901845b203cb3e3dbb300db2808ebdd502bb5d1aa5a1fc7260,coingecko,akash,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T10:41:57.967151+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-09-2025&localization=false,1.1736173687042228,325868093.1329596,,,,,9229050.18662552,,,,,,
coingecko-market:akash:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:c342ee14d698370424eb0f9c48048c69b875d730cc8025cb3a575858fa1d4a0d,coingecko,akash,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T10:41:55.235610+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-10-2025&localization=false,0.801575052846534,224879354.7804171,,,,,11642247.208575182,,,,,,
coingecko-market:akash:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:208357fb070920d3ac88a01ef5879cd57b305dd3d8aea57817d65cd58baca881,coingecko,akash,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T10:40:22.136731+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-11-2025&localization=false,0.5646170091336242,159299573.4897713,,,,,10235055.59947375,,,,,,
coingecko-market:akash:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:0b5174947668f076f194e354ef87abe6f3b7c89e322af3a8b80eedbfa0c97567,coingecko,akash,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T10:40:19.399882+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-12-2025&localization=false,0.4349786988789728,122810393.9896083,,,,,3813129.0197247807,,,,,,
coingecko-market:akash:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:a3bf8a8004ad5d14a02e0e6a7f961c3df3303c5b39c2941c67e5bcd423059aa7,coingecko,akash,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T10:40:16.664301+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-01-2026&localization=false,0.515349456728312,146772305.94873688,,,,,12176691.698037798,,,,,,
coingecko-market:akash:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:4203874fa4bc2038da4511f380b467c30eb6260f5ee29b6970acb0cb919e3cce,coingecko,akash,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T10:40:13.925439+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-02-2026&localization=false,0.34555283284853644,99542346.18365528,,,,,3215781.579830742,,,,,,
coingecko-market:akash:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:77c2880bab56edb7b6aa52b5308bb6363ac4872dc069e6f4b693a419fc8017f0,coingecko,akash,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T10:40:11.119465+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-03-2026&localization=false,0.43940313118860447,127008505.07784177,,,,,4530516.976564156,,,,,,
coingecko-market:akash:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:7e612ec7bb40e30934dfec479265716dbc40cb3ec292abd031618e20f6efe910,coingecko,akash,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T10:38:38.134926+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-04-2026&localization=false,0.4555260786816265,119663662.47677308,,,,,4247615.240414855,,,,,,
coingecko-market:akash:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:2d8b8f0bb244886751cc44101d2f5072f56d13b0f3e14d8d59f7fc533e2161ab,coingecko,akash,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T10:38:35.414266+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-05-2026&localization=false,0.799814194314631,234034569.98477742,,,,,19061079.22011963,,,,,,
coingecko-market:akash:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:9d1905685e578ec3a7bd7d159d16b9f9d3fc1cbd690576b58d0debaee39980bf,coingecko,akash,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T10:38:32.684713+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/akash-network/history?date=15-06-2026&localization=false,0.8013573907689439,233814859.0453904,,,,,21108883.209297813,,,,,,
coingecko-market:api3:current_snapshot:2026-07-12T10:42:01.309Z,historical-evidence:market-v1:6657d129058d0c1c16b9cadeae55bb8306f288a17724e43ae54d496cfa4fd964,coingecko,api3,current_snapshot,2026-07-12T10:42:01.309Z,2026-07-12T10:42:03.480486+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/api3?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.23032,33044591,40314391,143513155.2998737,175086007.1216392,,6832204,604,Decentralized Finance (DeFi);Oracle;Ethereum Ecosystem;DWF Labs Portfolio;Pantera Capital Portfolio;Governance,10.3,2021-04-07T06:54:35.507Z,0.209895,2026-07-01T01:21:22.015Z
coingecko-market:api3:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:5b47d9157a6268af91eea8f396c01d1044d73b1a3f01dce9fb160fbef9a910bf,coingecko,api3,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T10:45:34.967633+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-08-2025&localization=false,0.7152058615069538,90980663.87732401,,,,,39445277.24073875,,,,,,
coingecko-market:api3:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:ec9149d3b626982b019361d7a9666d194b3be7b2f14c02d5c6467c8129e2515e,coingecko,api3,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T10:45:32.226955+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-09-2025&localization=false,0.9785213084551609,126091216.12553824,,,,,37885425.80330842,,,,,,
coingecko-market:api3:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:3b514c86b5ab1e1aca4411da488d4192534b9c313a56a0dae4df16368eba5ed6,coingecko,api3,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T10:45:29.494439+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-10-2025&localization=false,0.7214270821878409,94309779.51248297,,,,,41286233.104504935,,,,,,
coingecko-market:api3:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:1521a92906712165bc7014d31d8f28e74768f8eb66898ec522cceee34b525d00,coingecko,api3,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T10:45:26.758199+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-11-2025&localization=false,0.554485390676598,76275270.35393225,,,,,12927118.272710174,,,,,,
coingecko-market:api3:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:4a5e5f000164b18b4db978366abf40fe7139438df9edda2d5538348a898f45ea,coingecko,api3,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T10:43:53.781296+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-12-2025&localization=false,0.45834104255076297,63539778.93109824,,,,,8302877.872726247,,,,,,
coingecko-market:api3:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:278f7b10c90e44a9facb230db92eb6a98eb6341122264fa384927ad5950d5ee0,coingecko,api3,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T10:43:51.033806+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-01-2026&localization=false,0.4597547611398441,64196958.43831071,,,,,13986518.050389556,,,,,,
coingecko-market:api3:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:3cf6b83ddd2fcc49d589f89d54f34dcee0acce1cb7f5e7fb3e0ffb6f1cb68b71,coingecko,api3,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T10:43:48.288001+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-02-2026&localization=false,0.32669641737069594,46453316.8876798,,,,,8820477.994017689,,,,,,
coingecko-market:api3:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:f3d311e8618462845385df882ade9b5599c9b487f207db2ff64a05f9a54f34ae,coingecko,api3,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T10:43:45.552126+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-03-2026&localization=false,0.2862159122773277,40789039.51791377,,,,,5151343.992206619,,,,,,
coingecko-market:api3:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:db86a55ef2784047e734d5b574dedc44b17d9dc97e501f4be2bc2e6ae643d3b5,coingecko,api3,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T10:43:42.816975+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-04-2026&localization=false,0.28152012377880214,40215529.48571984,,,,,4602482.852200305,,,,,,
coingecko-market:api3:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:060547541a7d22a0763b8ecae51138009411a98935e4f2a8c48e28adf1b48949,coingecko,api3,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T10:42:09.828802+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-05-2026&localization=false,0.3668129172889416,52199128.69802206,,,,,6392112.946863146,,,,,,
coingecko-market:api3:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:293d8246702f38a9b863370d072eb67b4c1687dea5f7291431241a059d61ff72,coingecko,api3,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T10:42:07.108538+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/api3/history?date=15-06-2026&localization=false,0.27164396826694154,38759833.10169842,,,,,7671291.941643657,,,,,,
coingecko-market:aptos:current_snapshot:2026-07-12T10:45:32.323Z,historical-evidence:market-v1:179af38b766df67abfb41bc7fe2561502966dad8d872448e671a8a7d724ea236,coingecko,aptos,current_snapshot,2026-07-12T10:45:32.323Z,2026-07-12T10:45:37.731508+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/aptos?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.621663,517945596,749433014,833154832.240197,1205519926.466241,2100000000.0,37312444,100,Smart Contract Platform;Layer 1 (L1);Aptos Ecosystem;FTX Holdings;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Proof of Stake (PoS);DragonFly Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;GMCI Layer 1 Index;GMCI 30 Index;Circle Ventures Portfolio;GMCI Index;Made in USA,19.92,2023-01-26T14:25:17.390Z,0.555677,2026-06-30T13:05:30.381Z
coingecko-market:aptos:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:9cd5c21ca777b5699a7edd4f2ff04d520356675fe8219bbd79735460b1cfbf10,coingecko,aptos,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T10:49:08.883739+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-08-2025&localization=false,4.741688762507105,3244635911.744188,,,,,657153069.7112855,,,,,,
coingecko-market:aptos:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:44902c8e161072eefc9c6dd751a4bc48362b4d553bae627ac450d57571fbc32b,coingecko,aptos,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T10:49:06.148165+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-09-2025&localization=false,4.527065443356292,3172620499.5039506,,,,,536967493.3704554,,,,,,
coingecko-market:aptos:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:7f19bcad98aac95e07b87439b2f6c4ac483139a94f2f41c6c436da92c6353f1a,coingecko,aptos,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T10:49:03.420533+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-10-2025&localization=false,3.6902573874448965,2647007607.949518,,,,,443523847.87386686,,,,,,
coingecko-market:aptos:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:a80e864f519f62ff2376aa8147f56da08eaed708b913d28a393e2cc73769a368,coingecko,aptos,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T10:49:00.679517+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-11-2025&localization=false,2.929601621082457,2147433354.1543753,,,,,410986885.8250483,,,,,,
coingecko-market:aptos:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:d5070a597a67052a4a54b47736a50a9b273ef40255fcd2d56a86213cc000df35,coingecko,aptos,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T10:48:57.944265+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-12-2025&localization=false,1.6209628818516133,1211315743.378683,,,,,168286975.62773073,,,,,,
coingecko-market:aptos:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:b4edce4924c51f099e4c6e44446870e4b80664f6fef0d354ad9f1fb19f20fc99,coingecko,aptos,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T10:48:55.208113+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-01-2026&localization=false,1.934887568121502,1477317434.177824,,,,,110519646.12767293,,,,,,
coingecko-market:aptos:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:771d12ae5bec1c0c499750123ec099422c1f88e405f858953a4355e45a7899bb,coingecko,aptos,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T10:47:22.235873+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-02-2026&localization=false,0.9865105556319197,768719684.0956824,,,,,71660465.39781812,,,,,,
coingecko-market:aptos:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:e8d9400173e330922199f3e2756ee08983cc2a43b790d29853d3093c82d2b341,coingecko,aptos,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T10:47:19.502740+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-03-2026&localization=false,0.9220811620853497,731221523.3780593,,,,,45911439.01955918,,,,,,
coingecko-market:aptos:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:3076122ec28d9945e4e8f8add53bd1a4451fed356ab27f6fe4eff8cbacd31755,coingecko,aptos,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T10:47:16.757799+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-04-2026&localization=false,0.8605111590275815,693771291.4065168,,,,,57985577.4861281,,,,,,
coingecko-market:aptos:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:d19e60b1ae8e1ad7d8de4b2214a2832f05ec7087c1aa1a91a6ee1ac14d6b5356,coingecko,aptos,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T10:47:14.019637+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-05-2026&localization=false,1.0521830174793334,861980194.4303094,,,,,60640933.839349985,,,,,,
coingecko-market:aptos:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:98f81a5de98b96f19b54a8e809d7c790acecc58d2d56b3a732c2d4d2edac6496,coingecko,aptos,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T10:47:11.266735+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/aptos/history?date=15-06-2026&localization=false,0.6792326053481537,564413481.0211331,,,,,39772337.77756347,,,,,,
coingecko-market:arbitrum:current_snapshot:2026-07-12T10:49:38.825Z,historical-evidence:market-v1:4e216e9533b5434549fe7e68265456cb1d115bc88725f55fd40e868019a98315,coingecko,arbitrum,current_snapshot,2026-07-12T10:49:38.825Z,2026-07-12T10:50:41.889729+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/arbitrum?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.094885,603821685,948981250,6362841042.0,10000000000.0,10000000000.0,135640101,93,Smart Contract Platform;Arbitrum Ecosystem;Ethereum Ecosystem;Arbitrum Nova Ecosystem;Layer 2 (L2);eGirl Capital Portfolio;Rollup;Alameda Research Portfolio;Pantera Capital Portfolio;GMCI Layer 2 Index;GMCI 30 Index;GMCI Index;Polychain Capital Portfolio;Made in USA;Governance,2.39,2024-01-12T12:29:59.231Z,0.070738,2026-06-26T03:05:44.774Z
coingecko-market:arbitrum:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:b161b206d93f9f04d78c0c9a1886805fb0b3f1aa62579915e3e41e24e6565899,coingecko,arbitrum,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T10:54:13.789766+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/arbitrum/history?date=15-08-2025&localization=false,0.5169476419075816,2664371202.8990335,,,,,907335924.7117035,,,,,,
coingecko-market:arbitrum:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:16220857f8331ab065085b2ebe79f32c1270b2d8f6195da014e4496f2abeb675,coingecko,arbitrum,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T10:54:11.037463+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/arbitrum/history?date=15-09-2025&localization=false,0.513669467050173,2719299516.0407715,,,,,290507881.06794465,,,,,,
coingecko-market:arbitrum:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:dcc54e4695770c70743b027e0a5314ea7e3d61eddb5d92aa204f26ba094846c0,coingecko,arbitrum,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T10:52:37.928930+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/arbitrum/history?date=15-10-2025&localization=false,0.34349649348645167,1856542761.7836204,,,,,354718151.5079735,,,,,,
coingecko-market:arbitrum:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:f0190ab07c8eb7ffb201c26f2fa7aaf1bc6a17f8940aa4e0747030ba8b4e2fe0,coingecko,arbitrum,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T10:52:35.187163+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/arbitrum/history?date=15-11-2025&localization=false,0.2380599269425419,1311750604.8632343,,,,,261022907.05126253,,,,,,
coingecko-market:arbitrum:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:249b0506ba28e61ee233db69f01e7ba1b90c292471694d4798e1f7f269bc91db,coingecko,arbitrum,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T10:52:32.449445+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/arbitrum/history?date=15-12-2025&localization=false,0.20480739930217803,1149174525.1228697,,,,,94538440.19801244,,,,,,
coingecko-market:arbitrum:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:6cbe35b6312f756ea488e304c415b1e2047ef6d6db20f0de21672a29c6177f34,coingecko,arbitrum,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T10:52:29.707441+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/arbitrum/history?date=15-01-2026&localization=false,0.21752821153364563,1243786588.514561,,,,,127130132.48664539,,,,,,
